Ticker,Nama,Sektor,Industri,Periode,Basis,MataUang,Diperbarui,Saham,EPS,BVPS,DPS,Omzet,LabaBersih,EBITDA,EBIT,MarginKotor%,MarginOperasi%,MarginBersih%,ROE%,ROA%,TotalUtang,Kas,UtangBersih,TotalAset,Ekuitas,DER,UtangBersih/EBITDA,CurrentRatio,QuickRatio,InterestCoverage,OCF,Capex,FCF,OCF/Laba,Payout%,OmzetYoY%,LabaYoY%,OmzetCAGR3%,LabaCAGR3%,TahunLabaNaik,SahamYoY%
SMSM,Selamat Sempurna Tbk,Consumer Cyclical,Auto Parts,2026-06-30,TTM-gabungan,IDR,2026-08-10,5758675440.0,198.8166,696.1101,160.0,5432118000000.0,1144920000000.0,1625365000000.0,1579998000000.0,37.5,28.31,21.08,29.52,21.02,162075000000.0,1239077000000.0,-1077002000000.0,5716543000000.0,4008672000000.0,0.04,-0.66,4.39,2.74,112.55,1092567000000.0,-222239000000.0,870328000000.0,0.95,70.35,13.0,14.2,2.9,9.9,3.0,0.0
MDIA,Intermedia Capital Tbk.,Communication Services,Broadcasting,2026-03-31,TTM,IDR,2026-08-10,39215538400.0,0.0663,23.4133,,579954740000.0,2600395000.0,57376363000.0,31920211000.0,50.72,14.13,0.45,0.28,0.07,661177506000.0,11667698000.0,647994117000.0,3129717378000.0,918164178000.0,0.72,11.29,0.87,0.54,1.44,109845291000.0,-10172025000.0,99673266000.0,42.24,0.0,-15.2,85.8,-21.8,,2.0,0.0
BMAS,Bank Kasikorn Indonesia Tbk.,Financial Services,Banks - Regional,2026-03-31,TTM-gabungan,IDR,2026-08-10,18102662304.0,0.205,359.2762,,780661597000.0,3711009000.0,,,,,0.48,0.06,0.02,4521420035000.0,3579757382000.0,923785118000.0,25123018467000.0,6503855693000.0,0.7,,,,,-7885282132000.0,-4628104000.0,-7889910236000.0,-2124.84,0.0,-2.1,100.9,16.5,-34.8,1.0,0.0
MIDI,Midi Utama Indonesia Tbk.,Consumer Defensive,Grocery Stores,2026-06-30,TTM-gabungan,IDR,2026-08-10,33435294800.0,26.5531,138.5259,11.85,21518673000000.0,887811000000.0,2146997000000.0,1154397000000.0,26.31,4.07,4.13,19.84,9.44,622707000000.0,533369000000.0,89338000000.0,9272359000000.0,4631655000000.0,0.13,0.04,0.99,0.3,25.42,1749985000000.0,-1184740000000.0,565245000000.0,1.97,44.63,-2.9,15.8,9.7,25.7,3.0,0.0
CLEO,Sariguna Primatirta Tbk.,Consumer Defensive,Beverages - Non-Alcoholic,2026-06-30,TTM,IDR,2026-08-10,24000000000.0,17.9208,104.367,2.5,3150473252055.0,430099021898.0,744106621207.0,594206266424.0,55.07,20.05,13.65,18.79,13.35,483521150523.0,50518434026.0,399496436304.0,3508093732329.0,2504808839177.0,0.19,0.54,1.51,0.65,21.35,556674446557.0,-512969596501.0,43704850056.0,1.29,13.88,31.5,49.4,19.1,25.7,2.0,0.0
CMNP,Citra Marga Nusaphala Persad,Industrials,Infrastructure Operations,2026-03-31,TTM-gabungan,IDR,2026-08-10,6696354391.0,161.7748,2260.2985,,5740574615000.0,1083301400000.0,1806610034000.0,1793791690000.0,33.65,29.13,18.87,7.68,4.28,6831723351000.0,377412152000.0,6454311199000.0,26666007932000.0,15135759684000.0,0.45,3.57,1.0,1.0,4.02,1419491248000.0,-2656500750000.0,-1237009502000.0,1.31,0.0,-26.5,133.6,9.1,4.3,2.0,11.35
SSMS,Sawit Sumbermas Sarana Tbk.,Consumer Defensive,Packaged Foods,2026-03-31,TTM-gabungan,IDR,2026-08-10,9525000000.0,119.3996,273.7751,83.99,14738182492000.0,1137281020000.0,2619576732000.0,2537480185000.0,35.2,16.14,7.72,43.49,8.86,8356820271000.0,909513461000.0,7188031911000.0,13789765557000.0,2607707791000.0,3.2,2.74,1.36,0.99,4.02,988684514000.0,-547843503000.0,440841011000.0,0.87,33.71,12.0,51.3,9.6,-14.2,2.0,0.0
RMKE,RMK Energy Tbk.,Energy,Thermal Coal,2026-03-31,TTM-gabungan,IDR,2026-08-10,21875000000.0,11.1867,89.442,6.0,2695535815005.0,244709930670.0,367685301644.0,365840968570.0,15.65,12.45,9.08,13.31,8.47,1054902907509.0,715957301763.0,338024297256.0,3407182601278.0,1956543442518.0,0.54,0.92,3.41,3.35,8.82,185782316778.0,-222084296148.0,-36301979370.0,0.76,41.11,15.6,-38.5,-6.7,-14.7,0.0,0.0
AGII,Samator Indo Gas Tbk.,Basic Materials,Chemicals,2026-06-30,TTM,IDR,2026-08-10,3066660000.0,32.9247,1234.6145,11.42,3134889000000.0,100969000000.0,629214000000.0,459877000000.0,46.68,14.6,3.22,2.7,1.21,3926152000000.0,627665000000.0,3095838000000.0,8424518000000.0,3786143000000.0,1.04,4.92,1.82,1.37,1.44,505499000000.0,-338715000000.0,166784000000.0,5.01,34.61,9.9,102.0,4.8,-12.9,1.0,0.0
GMFI,Garuda Maintenance Facility ,Industrials,Aerospace & Defense,2026-03-31,TTM,USD,2026-08-10,124835258434.0,5.2519,19.9784,,9086095604850.0,655624359940.0,1130673836985.0,1130673836985.0,20.99,14.18,7.22,-65.21,5.58,6976091874180.0,995390182050.0,5541145032940.0,16169503996470.0,2494011526545.0,2.8,4.9,1.07,0.87,3.2,1212584361450.0,-80415812895.0,1132168548555.0,1.85,0.0,20.5,77.9,27.3,111.8,3.0,117.67
POLU,Golden Flower Tbk.,Consumer Cyclical,Apparel Manufacturing,2026-06-30,TTM-gabungan,IDR,2026-08-10,750000000.0,-17.2238,162.9384,,165834317422.0,-12917844747.0,-14988306836.0,-15123930149.0,7.22,-8.14,-7.79,-10.06,-5.69,47807338375.0,106746415244.0,-58939076869.0,261801097552.0,122203807529.0,0.39,,1.3,1.1,-5.01,31501051726.0,-3568887410.0,27934915877.0,-2.44,0.0,-8.9,-29.7,7.3,,1.0,0.0
SINI,Singaraja Putra Tbk.,Basic Materials,Lumber & Wood Production,2026-03-31,TTM,IDR,2026-08-10,713678861.0,-41.0803,-1066.0077,,709778208158.0,-29318133817.0,36251701617.0,35698192882.0,18.75,5.09,-4.13,3.93,-2.26,953567993741.0,74429360209.0,877071967730.0,1647768740947.0,-760787134214.0,-1.25,24.19,0.41,0.34,0.72,5695891929.0,-67619364467.0,-61923472538.0,-0.19,0.0,179.0,124.8,8.9,,0.0,0.0
BJBR,Bank Pembangunan Daerah Jawa,Financial Services,Banks - Regional,2026-06-30,TTM-gabungan,IDR,2026-08-10,10521443686.0,137.1204,1536.5138,85.54,11240515000000.0,1442705000000.0,,,,,12.83,8.75,0.64,21327380000000.0,28372804000000.0,3631209000000.0,228249017000000.0,16166343000000.0,1.32,,,,,26714266000000.0,-467215000000.0,26247051000000.0,18.52,62.38,1.7,-6.5,2.8,-20.6,0.0,0.0
PACK,Abadi Nusantara Hijau Invest,Consumer Cyclical,Packaging & Containers,,Tahunan,,2026-08-10,1597398988.0,17.8908,65.9603,,216588323439.0,28578766364.0,32364994940.0,32239746019.0,2.04,0.64,13.19,35.06,1.86,1150019744.0,65361870398.0,-64211850654.0,2999626692839.0,105364902399.0,0.01,-1.98,0.05,0.05,534.64,-22471937167.0,-2349256786.0,-24821193953.0,-0.79,0.0,,,69.9,140.6,2.0,3.52
KPIG,MNC Tourism Indonesia Tbk.,Real Estate,Real Estate Services,2026-06-30,TTM-gabungan,IDR,2026-08-10,107312842189.0,6.0122,275.1529,,2764469991231.0,645186560465.0,779692344905.0,772952306059.0,39.33,23.36,23.34,2.24,1.78,5551443639810.0,154734799652.0,5385384018429.0,36676489446838.0,29527438807722.0,0.19,6.91,1.04,0.53,6.2,240486709089.0,-615034511740.0,-374547802651.0,0.37,0.0,12.8,375.1,32.6,59.2,3.0,10.0
BBMD,Bank Mestika Dharma Tbk.,Financial Services,Banks - Regional,2026-06-30,TTM-gabungan,IDR,2026-08-10,4029124600.0,74.6958,1329.1415,22.33,987587615793.0,300958618528.0,,,,,30.47,5.71,1.85,141191755225.0,800275462140.0,-659083706915.0,16214525048021.0,5355276808218.0,0.03,,,,,457753925074.0,-46368296594.0,411385628480.0,1.52,29.89,1.3,-3.4,-3.8,-15.1,0.0,0.05
INPP,Indonesian Paradise Property,Real Estate,Real Estate Services,2026-06-30,TTM,IDR,2026-08-10,11181971732.0,-43.4084,512.9078,20.0,1726662000000.0,-485392000000.0,-94393000000.0,-190800000000.0,57.44,15.91,-28.11,-8.28,-4.77,2262829000000.0,742644000000.0,1485914000000.0,10199705000000.0,5735321000000.0,0.39,,2.84,1.84,-1.26,260467000000.0,-23264319731.0,237203000000.0,-0.54,187.27,-9.3,-42.2,22.1,,2.0,0.0
CNMA,Nusantara Sejahtera Raya Tbk,Communication Services,Entertainment,2026-06-30,TTM-gabungan,IDR,2026-08-10,83279924292.0,7.0755,44.8807,11.9,5613000000000.0,589249000000.0,1766093000000.0,972359000000.0,60.57,16.36,10.5,15.28,9.06,1650525000000.0,1389479000000.0,261046000000.0,6209444000000.0,3737664000000.0,0.44,0.15,2.64,2.47,6.57,1511193000000.0,-602428000000.0,908765000000.0,2.56,168.81,65.0,361.0,10.0,15.2,2.0,-1.2
DUTI,Duta Pertiwi Tbk,Real Estate,Real Estate - Development,2026-06-30,TTM-gabungan,IDR,2026-08-10,1850000000.0,340.8186,5562.3613,480.0,2965607361576.0,630514353699.0,974342941408.0,954263294652.0,69.22,27.59,21.26,6.06,4.03,3005514836.0,3629033995782.0,-3626028480946.0,16849864468616.0,10290368327825.0,0.0,-3.72,2.76,1.5,8.22,38872760457.0,-5030233779.0,33842526678.0,0.06,140.84,72.4,239.6,-3.2,-17.4,1.0,0.0
CYBR,ITSEC Asia Tbk.,Technology,Software - Infrastructure,2026-03-31,TTM-gabungan,IDR,2026-08-10,13430497494.0,1.0217,18.9292,,477874458603.0,13722099405.0,50529503852.0,38005022796.0,48.24,13.98,2.87,7.81,3.76,44119566358.0,7598632966.0,2672933324.0,463362507923.0,254228594710.0,0.17,0.05,2.36,2.36,6.93,-19019068210.0,-34733184159.0,-53752252369.0,-1.39,0.0,-45.5,-136.3,41.3,,2.0,2.4
SSIA,Surya Semesta Internusa Tbk,Industrials,Engineering & Construction,2026-06-30,TTM,IDR,2026-08-10,4705249440.0,43.6815,1229.144,5.0,5668831813991.0,205532254634.0,809999060788.0,625802074929.0,27.57,12.56,3.63,3.64,1.69,2473836443872.0,1093012561282.0,1175834079461.0,13025798658952.0,5783429133928.0,0.43,1.45,1.56,1.38,4.24,40002512591.0,-1542293119357.0,-1502290606766.0,0.19,11.47,82.8,1730.9,7.0,,2.0,1.36
SGRO,Prime Agri Resources Tbk.,Consumer Defensive,Farm Products,2026-06-30,TTM,IDR,2026-08-10,1818622000.0,143.2519,2818.4081,193.0,6076343000000.0,260521000000.0,925682000000.0,903266000000.0,30.78,12.54,4.29,4.82,2.74,1132141000000.0,1523094000000.0,62581000000.0,8676575000000.0,5125619000000.0,0.22,0.07,1.0,0.66,6.89,1816332000000.0,-448129000000.0,1368203000000.0,6.97,69.42,3.1,32.1,4.4,-30.0,1.0,0.0
BJTM,Bank Pembangunan Daerah Jawa,Financial Services,Banks - Regional,2026-06-30,TTM-gabungan,IDR,2026-08-10,15015498082.0,104.3648,867.8961,56.62,9663482000000.0,1567090000000.0,,,,,16.22,12.1,1.12,5677666000000.0,18611709000000.0,-12934043000000.0,162057151000000.0,13031892000000.0,0.44,,,,,-10145718000000.0,-92264000000.0,-10237982000000.0,-6.47,54.25,35.9,14.6,14.6,0.1,1.0,0.0
BTPS,Bank BTPN Syariah Tbk.,Financial Services,Banks - Regional,2026-06-30,TTM-gabungan,IDR,2026-08-10,7703700000.0,157.4355,1331.6197,120.2,4691353000000.0,1212836000000.0,,,,,25.85,12.2,5.39,321130000000.0,1542474000000.0,-1221344000000.0,23301720000000.0,10258399000000.0,0.03,,,,,1318743000000.0,-186497000000.0,1132246000000.0,1.09,54.59,0.5,8.1,-2.1,-12.3,1.0,0.0
TMAS,Temas Tbk.,Industrials,Marine Shipping,2026-06-30,TTM-gabungan,IDR,2026-08-10,56868856000.0,11.5105,56.9645,4.0,4956549000000.0,654588000000.0,843157000000.0,827144000000.0,20.76,17.26,13.21,21.4,12.24,1941504000000.0,381401000000.0,1413633000000.0,5996884000000.0,3239504000000.0,0.6,1.68,1.17,0.94,8.5,1005580000000.0,-1352389000000.0,-346809000000.0,1.54,33.33,48.4,109.6,-3.8,-28.5,0.0,0.0
TLDN,Teladan Prima Agro Tbk.,Consumer Defensive,Farm Products,2026-06-30,TTM-gabungan,IDR,2026-08-10,12946530200.0,84.1135,285.1419,85.15,5585973861000.0,1088977379000.0,1446591116000.0,1418808736000.0,34.0,22.81,19.49,30.87,17.68,787400994000.0,258018162000.0,96219476000.0,6342799138000.0,3691598827000.0,0.21,0.07,1.24,0.5,32.99,1196076050000.0,7636158000.0,1203712208000.0,1.1,64.37,5.2,65.3,14.5,24.5,2.0,0.0
PNLF,Panin Financial Tbk,Financial Services,Banks - Regional,2026-03-31,TTM-gabungan,IDR,2026-08-10,32022073293.0,66.1154,984.0852,,11492940000000.0,2117152000000.0,,9787506000000.0,,,18.42,6.94,0.85,11381528000000.0,20277578000000.0,-8896050000000.0,239275013000000.0,31512448000000.0,0.36,,,,1.53,3511855000000.0,-359768000000.0,3152087000000.0,1.66,0.0,-4.0,121.5,0.5,-4.7,2.0,0.0
ABMM,ABM Investama Tbk.,Energy,Thermal Coal,2026-06-30,TTM-gabungan,USD,2026-08-10,2753165000.0,530.7479,5732.5889,97.0,18430874800470.0,1461236607435.0,3013795387625.0,2897119237815.0,10.79,4.88,7.93,9.4,4.0,16385427889545.0,3804901322365.0,11519454259225.0,36538321183430.0,15782763019815.0,1.04,3.82,1.14,1.06,2.35,4801415442670.0,-1510587724140.0,3290827718530.0,3.29,18.19,13.4,16.3,-10.4,-36.0,1.0,0.0
SGER,Sumber Global Energy Tbk.,Energy,Thermal Coal,2026-03-31,TTM-gabungan,IDR,2026-08-10,15586909438.0,13.5495,149.5318,37.0,6780087180127.0,211195022818.0,405729884152.0,387286654419.0,8.12,4.39,3.11,9.48,3.91,2113699290841.0,84016049271.0,2029683241570.0,6152699077914.0,2330739093122.0,0.91,5.0,1.66,1.66,2.48,-174067949736.0,-390169798187.0,-564237747923.0,-0.82,66.47,-35.4,-17.9,-13.6,-29.4,1.0,0.0
ERAA,Erajaya Swasembada Tbk.,Consumer Cyclical,Specialty Retail,2026-06-30,TTM-gabungan,IDR,2026-08-10,15642296878.0,90.2487,606.0471,25.0,84456070239000.0,1411697210000.0,4271014760000.0,2767411601000.0,10.87,2.09,1.67,15.82,4.89,7980815824000.0,1312396735000.0,4845553666000.0,29348807617000.0,9479968966000.0,0.84,1.13,1.26,0.4,4.41,7000281261000.0,-1047262921000.0,5953018340000.0,4.96,0.0,29.0,63.0,15.7,5.7,2.0,-0.89
FORE,Fore Kopi Indonesia Tbk.,Consumer Cyclical,Restaurants,2026-06-30,TTM-gabungan,IDR,2026-08-10,8918359270.0,11.7276,82.7163,,2002640150262.046,104590768399.0,391244306269.0,155554221040.0,56.78,7.09,5.22,21.11,11.01,245381004796.0,263964211784.0,-18583206988.0,1259374902924.0,737693464824.0,0.33,-0.05,1.23,0.84,10.24,342573118202.0,-241679029007.0,100894089195.0,3.28,0.0,148.0,700.6,73.5,,3.0,0.0
DMAS,Puradelta Lestari Tbk.,Real Estate,Real Estate - Development,2026-06-30,TTM-gabungan,IDR,2026-08-10,48198111100.0,32.357,145.3753,16.5,2499179915182.0,1559544915123.0,1646176577032.0,1617418464986.0,68.61,63.51,62.4,21.4,17.97,1054170512.0,2085029615467.0,-2083975444955.0,8790484116231.0,7006813446025.0,0.0,-1.27,4.12,1.53,106.4,1543458041828.0,-82307605844.0,1461150435984.0,0.99,50.99,47.7,5.2,-12.2,-13.0,1.0,0.0
CLAY,Citra Putra Realty Tbk.,Consumer Cyclical,Lodging,2026-06-30,TTM,IDR,2026-08-10,2570000000.0,10.2608,11.1127,,175055365614.0,26370200974.0,57798907622.0,52901660250.0,54.63,29.01,15.06,166.13,5.04,267461446847.0,23897303283.0,243564143564.0,514682060439.0,28559546710.0,9.37,4.21,0.41,0.4,2.86,56887632693.0,-11418849819.0,45468782874.0,2.16,0.0,84.7,418.0,4.0,,2.0,0.0
ELPI,Pelayaran Nasional Ekalya Pu,Industrials,Marine Shipping,2026-06-30,TTM-gabungan,IDR,2026-08-10,8864540926.0,15.0762,286.6705,14.21,907070000000.0,133644000000.0,144782000000.0,142719000000.0,20.36,14.29,14.73,5.81,4.38,388175000000.0,154737000000.0,227964000000.0,3427245000000.0,2541202000000.0,0.15,1.57,4.03,3.7,7.04,217980000000.0,-225283000000.0,-21688000000.0,1.63,94.29,10.2,-27.8,17.0,27.4,2.0,0.0
APIC,Pacific Strategic Financial ,Financial Services,Insurance - Life,2026-03-31,TTM-gabungan,IDR,2026-08-10,11766313488.0,8.7969,275.5022,,1979304905624.0,103507593185.0,340367645850.0,332913145417.0,13.04,10.38,5.23,3.69,1.33,1729423882079.0,308554830686.0,1410985045925.0,8254769446767.0,3241644933241.0,0.53,4.15,1.63,1.63,1.54,-697158361384.0,-866365747.0,-697158361384.0,-6.74,0.0,-28.9,9606.8,-4.3,-13.7,1.0,0.0
BULL,Buana Lintas Lautan Tbk.,Industrials,Marine Shipping,2026-03-31,TTM,USD,2026-08-10,15494436593.0,37.5015,246.3835,,2664857993435.0,581064974710.0,744050411335.0,739254891705.0,31.8,27.05,21.8,17.23,8.66,2264705649800.0,348917550685.0,1915788099115.0,7244235576160.0,3817573150160.0,0.59,2.57,0.6,0.56,4.69,1363162668780.0,-838442607035.0,77930311745.0,2.35,0.0,11.8,142.3,8.5,,2.0,10.0
SMMT,Golden Eagle Energy Tbk.,Energy,Thermal Coal,2026-03-31,TTM,USD,2026-08-10,3425000000.0,14.8024,171.5015,,1732413008095.0,50698112300.0,102342548385.0,102342548385.0,7.63,3.24,2.93,6.52,2.81,478807147610.0,182303772695.0,296503374915.0,2155901135960.0,587392761120.0,0.82,2.9,0.89,0.68,4.49,333142763635.0,-228486963540.0,104655800095.0,6.57,0.0,-20.9,-62.9,15.4,-44.1,1.0,8.73
SHIP,Sillo Maritime Perdana Tbk.,Energy,Oil & Gas Equipment & Services,2026-06-30,TTM,USD,2026-08-10,2719790000.0,103.0339,994.6827,35.0,3570847607250.0,280230705975.0,728318953120.0,696860335820.0,26.53,20.24,7.85,10.55,2.84,6380685605800.0,881904821655.0,5408942788315.0,11136894559560.0,2705327978045.0,2.36,7.43,1.32,1.32,2.22,1433022500910.0,-3373122624300.0,-1940100123390.0,5.11,33.79,31.4,-46.3,8.9,-1.6,1.0,0.0
EPMT,Enseval Putera Megatrading T,Healthcare,Medical Distribution,2026-06-30,TTM-gabungan,IDR,2026-08-10,2708640000.0,306.4488,3048.4188,179.0,35175639243769.0,830059505174.0,1290845182400.0,1091745278020.0,10.03,3.23,2.36,10.33,6.16,16882464449.0,442588599550.0,-425706135101.0,14269725478746.0,8257069074059.0,0.0,-0.33,2.12,1.24,82.75,449550957356.0,-238876730761.0,210674226595.0,0.54,0.0,10.9,-40.7,5.6,-2.3,2.0,0.0
BOGA,Apollo Global Interactive Tb,Consumer Cyclical,Auto & Truck Dealerships,2026-03-31,TTM,IDR,2026-08-10,3803526210.0,1.0852,119.1866,,323949408651.0,4127670012.0,39989597112.0,35181739436.0,15.12,4.2,1.27,0.91,0.52,269110231992.0,195607441653.0,73502790339.0,784898587251.0,453329506437.0,0.59,1.84,1.27,1.16,1.44,43136446752.0,-323973556.0,41560055618.0,10.45,0.0,-29.7,17.6,-21.0,-45.3,1.0,0.0
OMED,Jayamas Medica Industri Tbk.,Healthcare,Medical Instruments & Supplies,2026-06-30,TTM-gabungan,IDR,2026-08-10,27008119900.0,16.0196,104.7645,4.08,2304764243821.0,432658133716.0,586376042441.0,562426820838.0,35.75,19.81,18.77,16.13,13.63,262643945729.0,1264486619840.0,-1001842674111.0,3412388491400.0,2829491182510.0,0.09,-1.71,8.29,5.89,27.88,373885512373.0,-128859128610.0,245026383763.0,0.86,47.78,36.3,66.4,5.9,8.7,2.0,-0.19
MTDL,Metrodata Electronics Tbk,Technology,Electronics & Computer Distribution,2026-06-30,TTM-gabungan,IDR,2026-08-10,12276884585.0,67.8844,382.3876,27.0,29132361000000.0,833409000000.0,1620819000000.0,1620819000000.0,8.17,5.35,2.86,18.44,6.17,3341596000000.0,1269398000000.0,2072198000000.0,15284097000000.0,4694528000000.0,0.71,1.28,1.66,0.87,15.84,-1713826000000.0,-10520000000.0,-1724346000000.0,-2.06,39.71,25.2,0.7,9.0,11.9,3.0,0.0
DMND,Diamond Food Indonesia Tbk.,Consumer Defensive,Packaged Foods,2026-06-30,TTM-gabungan,IDR,2026-08-10,9468359000.0,51.0393,703.4755,7.5,12248396000000.0,483258000000.0,691105000000.0,616272000000.0,20.4,4.86,3.95,7.5,5.92,42014000000.0,460513000000.0,-418499000000.0,8474495000000.0,6660759000000.0,0.01,-0.61,3.35,1.86,259.81,380344000000.0,-549175000000.0,-168831000000.0,0.79,14.42,24.0,126.0,9.5,4.5,2.0,0.0
WBSA,BSA Logistics Indonesia Tbk.,Industrials,Integrated Freight & Logistics,,,,2026-08-10,8675000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UNIC,Unggul Indah Cahaya Tbk,Basic Materials,Chemicals,2026-06-30,TTM-gabungan,USD,2026-08-10,383331363.0,2602.2143,14423.4075,2110.0,7403618395140.0,997510363740.0,1284817100160.0,1268288881695.0,21.17,16.63,13.47,18.52,15.58,100348018540.0,2827955225205.0,-2727607206665.0,6613937497640.0,5528944457300.0,0.02,-2.12,6.47,4.54,223.81,1336695323645.0,-214315965160.0,1122379358485.0,1.34,64.14,21.4,248.7,-0.9,-1.3,1.0,0.0
YULE,Yulie Sekuritas Indonesia Tb,Financial Services,Capital Markets,2026-03-31,TTM-gabungan,IDR,2026-08-10,1587286800.0,84.3538,435.4458,10.0,72258950088.0,133893643341.0,146954284791.0,145690823713.0,81.7,197.83,185.3,21.23,19.66,2373958000.0,82258311579.0,-79884353579.0,772860498155.0,691177310663.0,0.0,-0.54,9.06,9.06,1953.67,16594855592.0,-10501746.0,16584353846.0,0.12,9.48,-74.4,-120.5,-4.3,32.9,2.0,0.0
MAYA,Bank Mayapada Internasional ,Financial Services,Banks - Regional,2026-03-31,TTM-gabungan,IDR,2026-08-10,26167857730.0,2.1351,727.8491,,3319622000000.0,55871000000.0,,,,,1.68,0.31,0.04,174747000000.0,22785812000000.0,-22611065000000.0,169051630000000.0,19046253000000.0,0.01,,,,,5416753000000.0,-34116000000.0,5382637000000.0,96.95,0.0,0.9,254.6,19.9,4.9,2.0,0.0
HATM,Habco Trans Maritima Tbk.,Industrials,Marine Shipping,2026-06-30,TTM,IDR,2026-08-10,8680000000.0,4.4764,188.6971,2.0,965157672959.0,38855566106.0,55064020629.0,50720929525.0,9.79,5.8,4.03,2.39,2.05,132008749974.0,159655712016.0,28282406122.0,1903735243418.0,1637890971214.0,0.08,0.51,3.46,2.06,4.27,173660616875.0,-361647611276.0,154795280394.0,4.47,36.76,6.2,-26.2,37.5,-12.0,1.0,0.0
NATO,Olympus Strategic Indonesia ,Consumer Cyclical,Lodging,2026-03-31,TTM,IDR,2026-08-10,8001111504.0,-10.3166,261.5947,,354328620562.0,-82543881555.0,-175366286626.0,-178578542220.0,-52.78,-65.86,-23.3,-5.71,-3.22,116955532000.0,529646607961.0,-412691075961.0,4320822617478.0,2093048146797.0,0.06,,0.88,0.73,-64.69,982859899181.0,-531306900.0,982328592281.0,-11.91,0.0,9678.6,-3439.4,50.7,,2.0,0.0
ELSA,Elnusa Tbk,Energy,Oil & Gas Equipment & Services,2026-06-30,TTM-gabungan,IDR,2026-08-10,7298500000.0,111.8901,743.169,44.29,15119072000000.0,816630000000.0,1049287000000.0,1042859000000.0,9.55,6.0,5.4,15.54,7.28,442210000000.0,2885629000000.0,-2443419000000.0,11401182000000.0,5424019000000.0,0.08,-2.33,1.45,1.36,21.24,1796043000000.0,-582513000000.0,1213530000000.0,2.2,39.58,6.5,31.3,5.6,23.9,3.0,0.0
SAME,Sarana Meditama Metropolitan,Healthcare,Medical Care Facilities,2026-06-30,TTM-gabungan,IDR,2026-08-10,17164632545.0,1.175,222.9047,,1976828817263.0,20167986664.0,195288847344.0,116538161767.0,29.05,5.42,1.02,0.53,0.36,898047025763.0,128062031460.0,769197332284.0,5712516495098.0,3826077410805.0,0.23,3.94,0.42,0.38,1.68,349131024359.0,-244282085862.0,104848938497.0,17.31,0.0,15.9,-45.2,10.1,90.5,2.0,0.1
INET,Sinergi Inti Andalan Prima T,Communication Services,Telecom Services,2026-03-31,TTM,IDR,2026-08-10,22374111088.0,1.6365,162.5672,0.04,463320510152.0,36614433881.0,68633082367.0,65952664667.0,18.28,12.35,7.9,1.89,1.23,1542564584166.0,4490291870699.0,-2947727286533.0,5690551419774.0,3637297437905.0,0.42,-42.95,3.7,3.7,3.47,351470707287.0,-372595130668.0,-21124423381.0,9.6,2.09,3069.6,790.6,66.3,161.2,2.0,78.68
NICL,PAM Mineral Tbk.,Basic Materials,Other Industrial Metals & Mining,2026-06-30,TTM-gabungan,IDR,2026-08-10,10635644907.0,10.1667,78.1565,36.0,890842795346.0,108129870172.0,164862886083.0,156342586057.0,32.45,16.71,12.14,11.38,9.7,1398883674.0,245102648898.0,-243703765224.0,962049457755.0,831244696896.0,0.0,-1.48,2.98,2.78,823.0,197590739564.0,-34180942207.0,163409797357.0,1.83,206.49,-67.0,-98.6,8.6,32.0,2.0,0.0
ANJT,Austindo Nusantara Jaya Tbk.,Consumer Defensive,Farm Products,2026-06-30,TTM,IDR,2026-08-10,3354175000.0,-227.5368,1267.6192,,4360589571425.852,-763198119398.8713,-141537554885.6931,-143569389519.99634,36.17,24.81,-17.5,-14.09,-9.22,2094705497053.0,1604370464675.0,490335032378.0,7051871645477.0,4251816571889.0,0.49,,2.49,2.11,-2.35,838446226243.2275,-174864394284.74606,663581831958.4814,-1.1,0.0,33.4,52.5,-1.9,,0.0,0.0
SMDR,Samudera Indonesia  Tbk,Industrials,Marine Shipping,2026-06-30,TTM,USD,2026-08-10,16375600000.0,59.9592,606.1276,12.0,15000379149360.0,981867677230.0,2174764403790.0,2131722509070.0,17.71,10.8,6.55,10.12,3.94,9380220619330.0,6574906797800.0,2805313821530.0,26327334533335.0,9925703364940.0,0.95,1.29,2.31,2.29,3.74,2879291491835.0,-1840884126180.0,1038407365655.0,2.93,22.73,20.0,62.3,-11.4,-37.5,1.0,0.0
MBSS,Mitrabahtera Segara Sejati T,Industrials,Marine Shipping,2026-06-30,TTM-gabungan,IDR,2026-08-10,1750026639.0,212.0031,2346.9528,,769344583547.0,371011133926.0,434108566673.0,428686061073.0,22.74,11.18,48.22,9.51,8.33,536697667269.0,2143663675475.0,-1606966008206.0,4790095932760.0,4107229924883.0,0.13,-3.7,8.68,8.61,16.77,241196094498.0,-782032100542.0,-540836006044.0,0.65,0.0,-5.0,-4.5,-15.1,-1.8,1.0,0.0
EURO,Estee Gold Feet Tbk.,Consumer Defensive,Household & Personal Products,,Tahunan,,2026-08-10,2548826428.0,0.7802,20.7941,0.8,22958676000.0,1988619000.0,693103000.0,245346000.0,21.77,1.07,8.66,3.68,3.32,,7181500000.0,,59233564000.0,53000668000.0,,,9.03,9.03,5.14,1166178000.0,-3824819000.0,-2658641000.0,0.59,192.31,,,-8.9,-30.3,0.0,0.0
